source_label,target_label,weight,type,relationship_type,source,target
"Smith, Charles Stewart","Leighton, George E.",1,undirected,business,125,102
"Smith, Theodore E.","Leighton, George E.",2,undirected,business,126,102
"Spaulding, William S.","Leighton, George E.",2,undirected,business,176,102
"Spoor, John A.","Leighton, George E.",2,undirected,business,149,102
"Stanford, Leland","Leighton, George E.",4,undirected,business,127,102
"Stern, Louis","Leighton, George E.",2,undirected,business,30,102
"Stewart, Lispenard","Leighton, George E.",2,undirected,business,128,102
"Stillman, James","Leighton, George E.",1,undirected,business,129,102
"Tenney, Charles Henry","Leighton, George E.",1,undirected,business,32,102
"Terry, John T.","Leighton, George E.",2,undirected,business,130,102
"Thomas, Seth Edward","Leighton, George E.",1,undirected,business,131,102
"Thorne, Samuel P.","Leighton, George E.",2,undirected,business,132,102
"Tousey, Sinclair","Leighton, George E.",1,undirected,business,133,102
"Tuckerman, Lucius","Leighton, George E.",1,undirected,business,134,102
"Valentine, Lawson","Leighton, George E.",1,undirected,business,135,102
"Valentine, P.A.","Leighton, George E.",3,undirected,business,33,102
"Vanderbilt, Cornelius II","Leighton, George E.",2,undirected,business,136,102
"Vanderbilt, William Kissam","Leighton, George E.",1,undirected,business,177,102
"Walker, E. Chandler","Leighton, George E.",2,undirected,business,178,102
"Walters, Henry","Leighton, George E.",2,undirected,business,179,102
"Ward, Leslie Dodd","Leighton, George E.",3,undirected,business,137,102
"Warren, John Hobart","Leighton, George E.",3,undirected,business,138,102
"White, George Robert","Leighton, George E.",1,undirected,business,180,102
"Widener, Peter A.B.","Leighton, George E.",2,undirected,business,34,102
"Woolworth, Frank Winfield","Leighton, George E.",1,undirected,business,35,102
"Adams, Edward D.","Lewisohn, Adolph",1,undirected,business,36,168
"Aitken, John W.","Lewisohn, Adolph",1,undirected,business,37,168
"Berwind, Edward Julius","Lewisohn, Adolph",1,undirected,business,141,168
"Bishop, Heber R.","Lewisohn, Adolph",1,undirected,business,48,168
"Blumenthal, George","Lewisohn, Adolph",1,undirected,business,1,168
"Bostwick, Jabez A.","Lewisohn, Adolph",1,undirected,business,50,168
"Burrage, Albert C.","Lewisohn, Adolph",1,undirected,business,3,168
"Butler, Theron R.","Lewisohn, Adolph",1,undirected,business,51,168
"Carstairs, John Haseltine","Lewisohn, Adolph",1,undirected,business,53,168
"Clyde, William P.","Lewisohn, Adolph",1,undirected,business,57,168
"Cochran, Thomas","Lewisohn, Adolph",2,undirected,business,58,168
"Crocker, Charles","Lewisohn, Adolph",1,undirected,business,61,168
"Davis, Theodore M.","Lewisohn, Adolph",1,undirected,business,65,168
"De Lima, David A.","Lewisohn, Adolph",1,undirected,business,7,168
"Ellsworth, James W.","Lewisohn, Adolph",1,undirected,business,68,168
"Field, Marshall","Lewisohn, Adolph",1,undirected,business,70,168
"Fiske, Josiah M.","Lewisohn, Adolph",1,undirected,business,71,168
"Flagler, Henry Morrison","Lewisohn, Adolph",2,undirected,business,72,168
"Flower, Frederick, S.","Lewisohn, Adolph",1,undirected,business,9,168
"Frick, Henry Clay (NY)","Lewisohn, Adolph",1,undirected,business,74,168
"Harding, J. Horace","Lewisohn, Adolph",1,undirected,business,79,168
"Harkness, Charles W.","Lewisohn, Adolph",1,undirected,business,144,168
"Hearn, George A.","Lewisohn, Adolph",1,undirected,business,13,168
"Heye, Dr. George G.","Lewisohn, Adolph",1,undirected,business,15,168
"Hill, James N.","Lewisohn, Adolph",1,undirected,business,83,168
"Huntington, Collis P.","Lewisohn, Adolph",1,undirected,business,90,168
"Huntington, Henry Edwards","Lewisohn, Adolph",1,undirected,business,91,168
"Hutchinson, William J.","Lewisohn, Adolph",1,undirected,business,165,168
"Hyde, Henry Baldwin","Lewisohn, Adolph",1,undirected,business,93,168
"Jennings, Frederick Beach","Lewisohn, Adolph",1,undirected,business,97,168
"Jennings, Walter","Lewisohn, Adolph",1,undirected,business,145,168
"Jewett, William Kennon","Lewisohn, Adolph",1,undirected,business,166,168
"Lehman, Arthur","Lewisohn, Adolph",1,undirected,business,20,168
"Loeser, Frederick","Lewisohn, Adolph",1,undirected,business,181,168
"Mather, Samuel","Lewisohn, Adolph",1,undirected,business,103,168
"Mellon, Andrew W.","Lewisohn, Adolph",1,undirected,business,105,168
"Merriam, William Rush","Lewisohn, Adolph",1,undirected,business,22,168
"Milbank, Jeremiah","Lewisohn, Adolph",1,undirected,business,106,168
"Milliken, Seth Mellen","Lewisohn, Adolph",1,undirected,business,107,168
"Mills, Darius Ogden","Lewisohn, Adolph",1,undirected,business,108,168
"Morgan, J. Pierpont, Jr.","Lewisohn, Adolph",1,undirected,business,171,168
"Oliver, Henry W.","Lewisohn, Adolph",1,undirected,business,112,168
"Peavey, Frank Hutchinson","Lewisohn, Adolph",1,undirected,business,113,168
"Peters, Samuel T.","Lewisohn, Adolph",1,undirected,business,115,168
"Ream, Norman B.","Lewisohn, Adolph",1,undirected,business,146,168
"Riker, John Lawrence","Lewisohn, Adolph",1,undirected,business,117,168
"Rockefeller, William Avery Jr.","Lewisohn, Adolph",2,undirected,business,119,168
"Roloson, Robert W.","Lewisohn, Adolph",1,undirected,business,173,168
"Ruppert, Jacob","Lewisohn, Adolph",1,undirected,business,26,168
"Ryerson, Martin A.","Lewisohn, Adolph",1,undirected,business,175,168
"Sabin, Charles H.","Lewisohn, Adolph",1,undirected,business,121,168
"Shepherd, James G.","Lewisohn, Adolph",1,undirected,business,29,168
"Sloane, William Douglas","Lewisohn, Adolph",1,undirected,business,124,168
"Smith, Charles Stewart","Lewisohn, Adolph",1,undirected,business,125,168
"Spaulding, William S.","Lewisohn, Adolph",1,undirected,business,176,168
"Stillman, James","Lewisohn, Adolph",1,undirected,business,129,168
"Tenney, Charles Henry","Lewisohn, Adolph",1,undirected,business,32,168
"Thorne, Samuel P.","Lewisohn, Adolph",1,undirected,business,132,168
"White, George Robert","Lewisohn, Adolph",1,undirected,business,180,168
"Woolworth, Frank Winfield","Lewisohn, Adolph",1,undirected,business,35,168
"Adams, Edward D.","Lockwood, Luke Vincent",2,undirected,business,36,183
"Aitken, John W.","Lockwood, Luke Vincent",2,undirected,business,37,183
"Alger, Russel Alexander","Lockwood, Luke Vincent",1,undirected,business,38,183
"Allis, Charles","Lockwood, Luke Vincent",1,undirected,business,39,183
"Ames, Frederick Lothrop","Lockwood, Luke Vincent",2,undirected,business,40,183
"Ames, Oliver","Lockwood, Luke Vincent",1,undirected,business,41,183
"Andrews, William Loring","Lockwood, Luke Vincent",1,undirected,business,42,183
"Astor, John Jacob (III)","Lockwood, Luke Vincent",2,undirected,business,43,183
"Astor, William","Lockwood, Luke Vincent",1,undirected,business,152,183
"Baker, George F.","Lockwood, Luke Vincent",3,undirected,business,45,183
"Bangs, F.N.","Lockwood, Luke Vincent",1,undirected,business,47,183
"Barger, Samuel F.","Lockwood, Luke Vincent",4,undirected,business,153,183
"Bartlett, Francis","Lockwood, Luke Vincent",2,undirected,business,154,183
"Bennett, James Gordon Jr.","Lockwood, Luke Vincent",1,undirected,business,155,183
"Berwind, Edward Julius","Lockwood, Luke Vincent",2,undirected,business,141,183
"Bishop, Heber R.","Lockwood, Luke Vincent",2,undirected,business,48,183
"Bixby, William K.","Lockwood, Luke Vincent",2,undirected,business,156,183
"Blumenthal, George","Lockwood, Luke Vincent",1,undirected,business,1,183
"Borden, Matthew Challoner Durfee","Lockwood, Luke Vincent",1,undirected,business,49,183
"Bostwick, Jabez A.","Lockwood, Luke Vincent",1,undirected,business,50,183
"Brookfield, William","Lockwood, Luke Vincent",1,undirected,business,2,183
"Butler, Theron R.","Lockwood, Luke Vincent",1,undirected,business,51,183
"Catlin, Daniel","Lockwood, Luke Vincent",1,undirected,business,157,183
"Clark, George Crawford","Lockwood, Luke Vincent",1,undirected,business,158,183
"Clark, William Andrews","Lockwood, Luke Vincent",2,undirected,business,4,183
"Closson, James T.","Lockwood, Luke Vincent",1,undirected,business,56,183
"Clyde, William P.","Lockwood, Luke Vincent",1,undirected,business,57,183
"Cochran, Thomas","Lockwood, Luke Vincent",2,undirected,business,58,183
"Comstock, William C.","Lockwood, Luke Vincent",1,undirected,business,159,183
"Connor, Washington Everett","Lockwood, Luke Vincent",1,undirected,business,6,183
"Cook, Henry H.","Lockwood, Luke Vincent",1,undirected,business,60,183
"Crocker, Charles","Lockwood, Luke Vincent",2,undirected,business,61,183
"Curtis, George N.","Lockwood, Luke Vincent",1,undirected,business,62,183
"Curtis, William John","Lockwood, Luke Vincent",3,undirected,business,63,183
"Davis, Theodore M.","Lockwood, Luke Vincent",2,undirected,business,65,183
"De Lima, David A.","Lockwood, Luke Vincent",1,undirected,business,7,183
"De Silver, Carll H.","Lockwood, Luke Vincent",2,undirected,business,182,183
"Dick, Harris Brisbane","Lockwood, Luke Vincent",1,undirected,business,66,183
"Edwards, Robert J.","Lockwood, Luke Vincent",1,undirected,business,161,183
"Ellsworth, James W.","Lockwood, Luke Vincent",3,undirected,business,68,183
"Fahnestock, Harris Charles","Lockwood, Luke Vincent",3,undirected,business,69,183
"Fiske, Josiah M.","Lockwood, Luke Vincent",1,undirected,business,71,183
"Flagler, Henry Morrison","Lockwood, Luke Vincent",1,undirected,business,72,183
"Fletcher, Isaac D.","Lockwood, Luke Vincent",1,undirected,business,8,183
"Flower, Frederick, S.","Lockwood, Luke Vincent",2,undirected,business,9,183
"Foos, Lamar","Lockwood, Luke Vincent",1,undirected,business,73,183
"Frick, Henry Clay (NY)","Lockwood, Luke Vincent",1,undirected,business,74,183
"Fuller, William H.","Lockwood, Luke Vincent",1,undirected,business,75,183
"Gary, Elbert H.","Lockwood, Luke Vincent",1,undirected,business,142,183
"Gould, Frank Jay","Lockwood, Luke Vincent",3,undirected,business,76,183
"Gould, George Jay I","Lockwood, Luke Vincent",3,undirected,business,143,183
"Harbeck, Charles T.","Lockwood, Luke Vincent",1,undirected,business,78,183
"Harding, J. Horace","Lockwood, Luke Vincent",2,undirected,business,79,183
"Harkness, Charles W.","Lockwood, Luke Vincent",3,undirected,business,144,183
"Harkness, Edward","Lockwood, Luke Vincent",1,undirected,business,163,183
"Harper, Fletcher, Jr.","Lockwood, Luke Vincent",1,undirected,business,80,183
"Harper, Joseph Abner","Lockwood, Luke Vincent",1,undirected,business,81,183
"Harrison, Hugh H.","Lockwood, Luke Vincent",1,undirected,business,12,183
"Hartley, Marcellus","Lockwood, Luke Vincent",1,undirected,business,82,183
"Hearst, William Randolph","Lockwood, Luke Vincent",1,undirected,business,14,183
"Heye, Dr. George G.","Lockwood, Luke Vincent",1,undirected,business,15,183
"Hill, James N.","Lockwood, Luke Vincent",2,undirected,business,83,183
"Hine, Francis L.","Lockwood, Luke Vincent",1,undirected,business,84,183
"Holmes, John Grier","Lockwood, Luke Vincent",2,undirected,business,86,183
"Horton, Henry Lawrence","Lockwood, Luke Vincent",1,undirected,business,87,183
"Hotchkiss, Horace L.","Lockwood, Luke Vincent",2,undirected,business,88,183
"Hoyt, Charles Albert","Lockwood, Luke Vincent",1,undirected,business,89,183
"Humphreys, Dr. Alexander C.","Lockwood, Luke Vincent",1,undirected,business,16,183
"Huntington, Collis P.","Lockwood, Luke Vincent",1,undirected,business,90,183
"Huntington, Henry Edwards","Lockwood, Luke Vincent",1,undirected,business,91,183
"Hutchinson, William J.","Lockwood, Luke Vincent",1,undirected,business,165,183
"Hyde, Clarence M.","Lockwood, Luke Vincent",1,undirected,business,92,183
"Hyde, Henry Baldwin","Lockwood, Luke Vincent",1,undirected,business,93,183
"Ives, Brayton C.","Lockwood, Luke Vincent",2,undirected,business,95,183
"Jackson, Edwin E.","Lockwood, Luke Vincent",2,undirected,business,96,183
"Jennings, Frederick Beach","Lockwood, Luke Vincent",3,undirected,business,97,183
"Jennings, Walter","Lockwood, Luke Vincent",2,undirected,business,145,183
"Jewett, William Kennon","Lockwood, Luke Vincent",2,undirected,business,166,183
"Johnson, John G.","Lockwood, Luke Vincent",1,undirected,business,167,183
"King, David H., Jr.","Lockwood, Luke Vincent",1,undirected,business,98,183
"Lambert, Catholina","Lockwood, Luke Vincent",1,undirected,business,17,183
"Lawrence, Cyrus I.","Lockwood, Luke Vincent",2,undirected,business,100,183
"Lawrence, Frank R.","Lockwood, Luke Vincent",2,undirected,business,18,183
"Lehmaier, Louis A.","Lockwood, Luke Vincent",1,undirected,business,19,183
"Lehman, Arthur","Lockwood, Luke Vincent",3,undirected,business,20,183
"Leighton, George E.","Lockwood, Luke Vincent",3,undirected,business,102,183
"Mansfield, Burton","Lockwood, Luke Vincent",2,undirected,business,21,183
"Martin, Bradley","Lockwood, Luke Vincent",1,undirected,business,169,183
"Mather, Samuel","Lockwood, Luke Vincent",2,undirected,business,103,183
"McAlpin, David H.","Lockwood, Luke Vincent",1,undirected,business,170,183
"McGarrah, G. W.","Lockwood, Luke Vincent",2,undirected,business,104,183
"Mellon, Andrew W.","Lockwood, Luke Vincent",2,undirected,business,105,183
"Merriam, William Rush","Lockwood, Luke Vincent",1,undirected,business,22,183
"Milbank, Jeremiah","Lockwood, Luke Vincent",1,undirected,business,106,183
"Milliken, Seth Mellen","Lockwood, Luke Vincent",1,undirected,business,107,183
"Mills, Darius Ogden","Lockwood, Luke Vincent",2,undirected,business,108,183
"Moore, William Henry","Lockwood, Luke Vincent",3,undirected,business,109,183
"Morgan, J. Pierpont","Lockwood, Luke Vincent",2,undirected,business,110,183
"Morgan, J. Pierpont, Jr.","Lockwood, Luke Vincent",2,undirected,business,171,183
"Nickerson, Samuel M.","Lockwood, Luke Vincent",2,undirected,business,172,183
"Obrig, Adolf","Lockwood, Luke Vincent",1,undirected,business,23,183
"Oliver, George Tener","Lockwood, Luke Vincent",2,undirected,business,111,183
"Oliver, Henry W.","Lockwood, Luke Vincent",4,undirected,business,112,183
"Peavey, Frank Hutchinson","Lockwood, Luke Vincent",2,undirected,business,113,183
"Penfold, Edmund","Lockwood, Luke Vincent",1,undirected,business,114,183
"Peters, Samuel T.","Lockwood, Luke Vincent",1,undirected,business,115,183
"Raynor, James A.","Lockwood, Luke Vincent",1,undirected,business,116,183
"Ream, Norman B.","Lockwood, Luke Vincent",2,undirected,business,146,183
"Reid, Daniel G.","Lockwood, Luke Vincent",2,undirected,business,147,183
"Riker, John Lawrence","Lockwood, Luke Vincent",3,undirected,business,117,183
"Roberts, Marshall O.","Lockwood, Luke Vincent",3,undirected,business,118,183
"Rockefeller, William Avery Jr.","Lockwood, Luke Vincent",2,undirected,business,119,183
"Roebling, Ferdinand W.","Lockwood, Luke Vincent",2,undirected,business,120,183
"Roloson, Robert W.","Lockwood, Luke Vincent",1,undirected,business,173,183
"Ruppert, Jacob","Lockwood, Luke Vincent",1,undirected,business,26,183
"Ryerson, Martin A.","Lockwood, Luke Vincent",1,undirected,business,175,183
"Sabin, Charles H.","Lockwood, Luke Vincent",1,undirected,business,121,183
"Salter, Thomas P.","Lockwood, Luke Vincent",1,undirected,business,122,183
"Schiff, Jacob Henry","Lockwood, Luke Vincent",3,undirected,business,148,183
"Schwab, Charles M.","Lockwood, Luke Vincent",1,undirected,business,123,183
"Seligman, Henry","Lockwood, Luke Vincent",2,undirected,business,27,183
"Seligman, Isaac Newton","Lockwood, Luke Vincent",2,undirected,business,28,183
"Shepherd, James G.","Lockwood, Luke Vincent",1,undirected,business,29,183
"Sloane, William Douglas","Lockwood, Luke Vincent",4,undirected,business,124,183
"Smith, Charles Stewart","Lockwood, Luke Vincent",2,undirected,business,125,183
"Smith, Theodore E.","Lockwood, Luke Vincent",1,undirected,business,126,183
"Spaulding, William S.","Lockwood, Luke Vincent",1,undirected,business,176,183
"Spoor, John A.","Lockwood, Luke Vincent",1,undirected,business,149,183
"Stanford, Leland","Lockwood, Luke Vincent",3,undirected,business,127,183
"Stern, Louis","Lockwood, Luke Vincent",1,undirected,business,30,183
"Stewart, Lispenard","Lockwood, Luke Vincent",2,undirected,business,128,183
"Stillman, James","Lockwood, Luke Vincent",1,undirected,business,129,183
"Tenney, Charles Henry","Lockwood, Luke Vincent",1,undirected,business,32,183
"Terry, John T.","Lockwood, Luke Vincent",3,undirected,business,130,183
"Thorne, Samuel P.","Lockwood, Luke Vincent",2,undirected,business,132,183
"Tousey, Sinclair","Lockwood, Luke Vincent",2,undirected,business,133,183
"Valentine, Lawson","Lockwood, Luke Vincent",1,undirected,business,135,183
"Valentine, P.A.","Lockwood, Luke Vincent",2,undirected,business,33,183
"Vanderbilt, Cornelius II","Lockwood, Luke Vincent",2,undirected,business,136,183
"Vanderbilt, William Kissam","Lockwood, Luke Vincent",1,undirected,business,177,183
"Walker, E. Chandler","Lockwood, Luke Vincent",1,undirected,business,178,183
"Walters, Henry","Lockwood, Luke Vincent",2,undirected,business,179,183
"Ward, Leslie Dodd","Lockwood, Luke Vincent",3,undirected,business,137,183
"Warren, John Hobart","Lockwood, Luke Vincent",2,undirected,business,138,183
"White, George Robert","Lockwood, Luke Vincent",1,undirected,business,180,183
"Widener, Peter A.B.","Lockwood, Luke Vincent",1,undirected,business,34,183
"Woolworth, Frank Winfield","Lockwood, Luke Vincent",1,undirected,business,35,183
"Aitken, John W.","Loeser, Frederick",1,undirected,business,37,181
"Avery, Samuel Putnam","Loeser, Frederick",1,undirected,business,44,181
"Butler, Theron R.","Loeser, Frederick",1,undirected,business,51,181
"Carstairs, Charles Stewart","Loeser, Frederick",1,undirected,business,52,181
"Carstairs, John Haseltine","Loeser, Frederick",1,undirected,business,53,181
"Clarke, Augustus W.","Loeser, Frederick",1,undirected,business,5,181
"Clarke, Thomas B.","Loeser, Frederick",1,undirected,business,55,181
"Cochran, Thomas","Loeser, Frederick",1,undirected,business,58,181
"Crocker, Charles","Loeser, Frederick",1,undirected,business,61,181
"De Lima, David A.","Loeser, Frederick",1,undirected,business,7,181
"Dun, Robert Graham","Loeser, Frederick",1,undirected,business,67,181
"Field, Marshall","Loeser, Frederick",2,undirected,business,70,181
"Fiske, Josiah M.","Loeser, Frederick",1,undirected,business,71,181
"Flagler, Henry Morrison","Loeser, Frederick",1,undirected,business,72,181
"Fuller, William H.","Loeser, Frederick",1,undirected,business,75,181
"Harbeck, Charles T.","Loeser, Frederick",1,undirected,business,78,181
"Healy, Aaron Augustus","Loeser, Frederick",1,undirected,business,164,181
"Hearn, George A.","Loeser, Frederick",1,undirected,business,13,181
"Huntington, Collis P.","Loeser, Frederick",1,undirected,business,90,181
"Huntington, Henry Edwards","Loeser, Frederick",1,undirected,business,91,181
"Hyde, Henry Baldwin","Loeser, Frederick",1,undirected,business,93,181
"Inglis, James Smith","Loeser, Frederick",1,undirected,business,94,181
"Jennings, Frederick Beach","Loeser, Frederick",1,undirected,business,97,181
"Kirby, Thomas E.","Loeser, Frederick",1,undirected,business,99,181
"Lehman, Arthur","Loeser, Frederick",2,undirected,business,20,181
"Lewisohn, Adolph","Loeser, Frederick",1,undirected,business,168,181
"Milbank, Jeremiah","Loeser, Frederick",1,undirected,business,106,181
"Milliken, Seth Mellen","Loeser, Frederick",1,undirected,business,107,181
"Peavey, Frank Hutchinson","Loeser, Frederick",1,undirected,business,113,181
"Peters, Samuel T.","Loeser, Frederick",1,undirected,business,115,181
"Ream, Norman B.","Loeser, Frederick",1,undirected,business,146,181
"Reinhardt, Henry","Loeser, Frederick",1,undirected,business,24,181
"Rockefeller, William Avery Jr.","Loeser, Frederick",1,undirected,business,119,181
"Roloson, Robert W.","Loeser, Frederick",1,undirected,business,173,181
"Ryerson, Martin A.","Loeser, Frederick",1,undirected,business,175,181
"Sabin, Charles H.","Loeser, Frederick",1,undirected,business,121,181
"Sloane, William Douglas","Loeser, Frederick",1,undirected,business,124,181
"Smith, Charles Stewart","Loeser, Frederick",1,undirected,business,125,181
"Spaulding, William S.","Loeser, Frederick",1,undirected,business,176,181
"Stern, Louis","Loeser, Frederick",1,undirected,business,30,181
"Tenney, Charles Henry","Loeser, Frederick",1,undirected,business,32,181
"Terry, John T.","Loeser, Frederick",1,undirected,business,130,181
"Walters, Henry","Loeser, Frederick",1,undirected,business,179,181
"White, George Robert","Loeser, Frederick",1,undirected,business,180,181
"Willets, Howard","Loeser, Frederick",1,undirected,business,139,181
"Woolworth, Frank Winfield","Loeser, Frederick",1,undirected,business,35,181
"Adams, Edward D.","Mansfield, Burton",3,undirected,business,36,21
"Aitken, John W.","Mansfield, Burton",1,undirected,business,37,21
"Alger, Russel Alexander","Mansfield, Burton",1,undirected,business,38,21
"Allen, George L.","Mansfield, Burton",1,undirected,business,150,21
"Allis, Charles","Mansfield, Burton",2,undirected,business,39,21
"Ames, Frederick Lothrop","Mansfield, Burton",2,undirected,business,40,21
"Ames, Oliver","Mansfield, Burton",1,undirected,business,41,21
"Astor, John Jacob (III)","Mansfield, Burton",1,undirected,business,43,21
"Baker, George F.","Mansfield, Burton",3,undirected,business,45,21
"Bakewell, Allen Campbell","Mansfield, Burton",1,undirected,business,46,21
"Bangs, F.N.","Mansfield, Burton",1,undirected,business,47,21
"Barger, Samuel F.","Mansfield, Burton",3,undirected,business,153,21
"Bartlett, Francis","Mansfield, Burton",2,undirected,business,154,21
"Berwind, Edward Julius","Mansfield, Burton",2,undirected,business,141,21
"Bishop, Heber R.","Mansfield, Burton",2,undirected,business,48,21
"Bixby, William K.","Mansfield, Burton",3,undirected,business,156,21
"Blumenthal, George","Mansfield, Burton",3,undirected,business,1,21
"Borden, Matthew Challoner Durfee","Mansfield, Burton",2,undirected,business,49,21
"Brookfield, William","Mansfield, Burton",2,undirected,business,2,21
"Burrage, Albert C.","Mansfield, Burton",2,undirected,business,3,21
"Catlin, Daniel","Mansfield, Burton",2,undirected,business,157,21
"Clark, George Crawford","Mansfield, Burton",1,undirected,business,158,21
"Clark, William (Newark)","Mansfield, Burton",1,undirected,business,54,21
"Clark, William Andrews","Mansfield, Burton",2,undirected,business,4,21
"Clarke, Thomas B.","Mansfield, Burton",1,undirected,business,55,21
"Closson, James T.","Mansfield, Burton",1,undirected,business,56,21
"Clyde, William P.","Mansfield, Burton",1,undirected,business,57,21
"Cochran, Thomas","Mansfield, Burton",2,undirected,business,58,21
"Coffin, Charles Albert","Mansfield, Burton",2,undirected,business,59,21
"Comstock, William C.","Mansfield, Burton",1,undirected,business,159,21
"Connor, Washington Everett","Mansfield, Burton",1,undirected,business,6,21
"Cook, Henry H.","Mansfield, Burton",1,undirected,business,60,21
"Crocker, Charles","Mansfield, Burton",1,undirected,business,61,21
"Curtis, William John","Mansfield, Burton",3,undirected,business,63,21
"Davis, Theodore M.","Mansfield, Burton",2,undirected,business,65,21
"De Silver, Carll H.","Mansfield, Burton",1,undirected,business,182,21
"Deering, Charles","Mansfield, Burton",1,undirected,business,160,21
"Ellsworth, James W.","Mansfield, Burton",1,undirected,business,68,21
"Fahnestock, Harris Charles","Mansfield, Burton",3,undirected,business,69,21
"Fiske, Josiah M.","Mansfield, Burton",1,undirected,business,71,21
"Fletcher, Isaac D.","Mansfield, Burton",3,undirected,business,8,21
"Flower, Frederick, S.","Mansfield, Burton",3,undirected,business,9,21
"Foos, Lamar","Mansfield, Burton",2,undirected,business,73,21
"Frick, Henry Clay (NY)","Mansfield, Burton",2,undirected,business,74,21
"Fuller, William H.","Mansfield, Burton",1,undirected,business,75,21
"Gardiner, George Schuyler","Mansfield, Burton",1,undirected,business,11,21
"Gary, Elbert H.","Mansfield, Burton",2,undirected,business,142,21
"Gould, Frank Jay","Mansfield, Burton",2,undirected,business,76,21
"Gould, George Jay I","Mansfield, Burton",1,undirected,business,143,21
"Graham, Malcolm","Mansfield, Burton",1,undirected,business,77,21
"Harding, J. Horace","Mansfield, Burton",3,undirected,business,79,21
"Harkness, Charles W.","Mansfield, Burton",2,undirected,business,144,21
"Harrison, Hugh H.","Mansfield, Burton",2,undirected,business,12,21
"Hartley, Marcellus","Mansfield, Burton",2,undirected,business,82,21
"Healy, Aaron Augustus","Mansfield, Burton",1,undirected,business,164,21
"Heye, Dr. George G.","Mansfield, Burton",1,undirected,business,15,21
"Hill, James N.","Mansfield, Burton",1,undirected,business,83,21
"Hine, Francis L.","Mansfield, Burton",2,undirected,business,84,21
"Hoagland, Joseph Christoffel","Mansfield, Burton",1,undirected,business,85,21
"Holmes, John Grier","Mansfield, Burton",1,undirected,business,86,21
"Horton, Henry Lawrence","Mansfield, Burton",1,undirected,business,87,21
"Hotchkiss, Horace L.","Mansfield, Burton",1,undirected,business,88,21
"Hoyt, Charles Albert","Mansfield, Burton",2,undirected,business,89,21
"Humphreys, Dr. Alexander C.","Mansfield, Burton",2,undirected,business,16,21
"Huntington, Collis P.","Mansfield, Burton",1,undirected,business,90,21
"Huntington, Henry Edwards","Mansfield, Burton",2,undirected,business,91,21
"Hutchinson, William J.","Mansfield, Burton",2,undirected,business,165,21
"Hyde, Clarence M.","Mansfield, Burton",2,undirected,business,92,21
"Hyde, Henry Baldwin","Mansfield, Burton",1,undirected,business,93,21
"Ives, Brayton C.","Mansfield, Burton",2,undirected,business,95,21
"Jackson, Edwin E.","Mansfield, Burton",3,undirected,business,96,21
"Jennings, Frederick Beach","Mansfield, Burton",3,undirected,business,97,21
"Jennings, Walter","Mansfield, Burton",2,undirected,business,145,21
"Jewett, William Kennon","Mansfield, Burton",2,undirected,business,166,21
"Johnson, John G.","Mansfield, Burton",1,undirected,business,167,21
"Lambert, Catholina","Mansfield, Burton",2,undirected,business,17,21
"Lawrence, Cyrus I.","Mansfield, Burton",1,undirected,business,100,21
"Lawrence, Frank R.","Mansfield, Burton",2,undirected,business,18,21
"Layton, Frederick","Mansfield, Burton",1,undirected,business,101,21
"Lehman, Arthur","Mansfield, Burton",3,undirected,business,20,21
"Leighton, George E.","Mansfield, Burton",3,undirected,business,102,21
"Lockwood, Luke Vincent","Mansfield, Burton",2,undirected,business,183,21
"Martin, Bradley","Mansfield, Burton",1,undirected,business,169,21
"Mather, Samuel","Mansfield, Burton",2,undirected,business,103,21
"McAlpin, David H.","Mansfield, Burton",1,undirected,business,170,21
"McGarrah, G. W.","Mansfield, Burton",1,undirected,business,104,21
"Mellon, Andrew W.","Mansfield, Burton",2,undirected,business,105,21
"Merriam, William Rush","Mansfield, Burton",2,undirected,business,22,21
"Milbank, Jeremiah","Mansfield, Burton",1,undirected,business,106,21
"Milliken, Seth Mellen","Mansfield, Burton",2,undirected,business,107,21
"Mills, Darius Ogden","Mansfield, Burton",2,undirected,business,108,21
"Moore, William Henry","Mansfield, Burton",2,undirected,business,109,21
"Morgan, J. Pierpont","Mansfield, Burton",3,undirected,business,110,21
"Morgan, J. Pierpont, Jr.","Mansfield, Burton",2,undirected,business,171,21
"Nickerson, Samuel M.","Mansfield, Burton",1,undirected,business,172,21
"Obrig, Adolf","Mansfield, Burton",2,undirected,business,23,21
"Oliver, George Tener","Mansfield, Burton",2,undirected,business,111,21
"Oliver, Henry W.","Mansfield, Burton",3,undirected,business,112,21
"Peavey, Frank Hutchinson","Mansfield, Burton",1,undirected,business,113,21
"Penfold, Edmund","Mansfield, Burton",2,undirected,business,114,21
"Peters, Samuel T.","Mansfield, Burton",1,undirected,business,115,21
"Ream, Norman B.","Mansfield, Burton",2,undirected,business,146,21
"Reid, Daniel G.","Mansfield, Burton",2,undirected,business,147,21
"Reisinger, Hugo","Mansfield, Burton",1,undirected,business,25,21
"Riker, John Lawrence","Mansfield, Burton",2,undirected,business,117,21
"Roberts, Marshall O.","Mansfield, Burton",1,undirected,business,118,21
"Rockefeller, William Avery Jr.","Mansfield, Burton",3,undirected,business,119,21
"Roebling, Ferdinand W.","Mansfield, Burton",3,undirected,business,120,21
"Roloson, Robert W.","Mansfield, Burton",2,undirected,business,173,21
"Ruppert, Jacob","Mansfield, Burton",2,undirected,business,26,21
"Ryerson, Martin A.","Mansfield, Burton",2,undirected,business,175,21
